-30.0,94.04
-29.99,94.04
-29.98,94.04
-29.98,94.045
-29.98,94.05
-29.97,94.04
-29.96,94.04
-29.96,94.05
-29.96,94.06
-30.0,94.14
-29.99,94.14
-29.98,94.14
-29.97,94.14
-29.96,94.14
-29.95,94.14
-30.0,94.16
-30.0,94.15
-29.99,94.24
-30.0,94.24
-30.0,94.26
-29.99,94.26
-29.98,94.26
-29.98,94.24
-29.96,94.26
-29.95,94.255
-29.95,94.245
-29.96,94.24
-29.98,94.25
-29.97,94.24
-29.97,94.26
-29.99,94.34
-30.0,94.345
-30.0,94.355
-29.99,94.36
-29.98,94.36
-29.98,94.34
-29.96,94.36
-29.95,94.355
-29.95,94.345
-29.96,94.34
-29.98,94.355
-29.97,94.34
-29.98,94.35
-30.0,94.46
-30.0,94.45
-29.99,94.445
-29.98,94.44
-29.96,94.46
-29.96,94.45
-29.97,94.445
-29.997,94.445
-29.963,94.445
-29.977,94.443
-29.983,94.443
-30.0,94.54
-29.99,94.54
-29.98,94.54
-29.98,94.545
-29.98,94.55
-29.97,94.54
-29.96,94.54
-29.96,94.55
-29.96,94.56
-29.99,94.64
-30.0,94.645
-30.0,94.655
-29.99,94.66
-29.98,94.66
-29.98,94.64
-29.96,94.66
-29.95,94.655
-29.95,94.645
-29.96,94.64
-29.97,94.66
-29.97,94.64
-29.99,94.74
-30.0,94.745
-30.0,94.755
-29.99,94.76
-29.98,94.76
-29.98,94.74
-29.96,94.76
-29.95,94.76
-29.95,94.74
-29.96,94.74
-29.97,94.76
-29.97,94.74
-30.0,94.84
-29.99,94.84
-29.98,94.84
-29.97,94.84
-29.96,94.84
-29.95,94.84
-30.0,94.86
-29.99,94.86
-29.98,94.86
-29.97,94.86
-29.96,94.86
-29.95,94.86
-29.97,94.8465999999999
-29.975,94.85
-29.98,94.8532999999999
-29.96,94.8433
-29.99,94.8566
-30.0,94.94
-30.0,94.9499999999999
-29.99,94.96
-29.99,94.94
-29.98,94.94
-29.98,94.96
-29.97,94.94
-29.96,94.94
-29.96,94.9499999999999
-29.97,94.96
-29.997,94.955
-29.963,94.955
-30.0,95.0399999999999
-30.0,95.045
-30.0,95.0499999999999
-30.0,95.0549999999999
-30.0,95.06
-30.0,95.1399999999999
-29.99,95.1399999999999
-29.98,95.1399999999999
-29.97,95.1399999999999
-29.96,95.1399999999999
-29.95,95.1399999999999
-30.0,95.16
-29.99,95.16
-29.98,95.16
-29.97,95.16
-29.96,95.16
-29.95,95.16
-29.97,95.1465999999999
-29.975,95.1499999999999
-29.97,95.1532999999999
-29.96,95.1432999999999
-29.96,95.1565999999999
-29.99,95.2399999999999
-30.0,95.2449999999999
-30.0,95.2549999999999
-29.99,95.2599999999999
-29.98,95.2549999999999
-29.975,95.2449999999999
-29.97,95.2549999999999
-29.96,95.2599999999999
-29.95,95.2549999999999
-29.95,95.2449999999999
-29.96,95.2399999999999
-30.0,95.3399999999999
-30.0,95.3449999999999
-30.0,95.3499999999999
-30.0,95.3549999999999
-30.0,95.3599999999999
-29.99,95.4399999999999
